Network	Bait	Prey	Bait_uniprot	Prey_uniprot	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Lo AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                                   P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Hi)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Lo	PRKCE	HSP90AB1	Q02156	P08238	PRKCE_HSP90AB1	1.41	0.50	2.64E-04	3.25E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCE	HSPB1	Q02156	P04792	PRKCE_HSPB1	2.04	1.03	4.86E-03	5.29E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCE	PAPSS1	Q02156	O43252	PRKCE_PAPSS1	1.44	0.52	3.12E-02	2.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	CDC37	P05129	Q16543	PRKCG_CDC37	2.50	1.32	1.56E-05	1.35E-07	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	LTBP1	P05129	Q14766	PRKCG_LTBP1	1.68	0.75	3.10E-02	1.96E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	RCN2	P05129	Q14257	PRKCG_RCN2	1.52	0.60	4.74E-02	1.09E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	HSPA7	P05129	P48741	PRKCG_HSPA7	1.36	0.44	4.73E-02	4.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	HSPA6	P05129	P17066	PRKCG_HSPA6	1.36	0.44	4.73E-02	4.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	G6PD	P05129	P11413	PRKCG_G6PD	1.57	0.65	4.59E-02	6.35E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCG	PRKCG	P05129	P05129	PRKCG_PRKCG	7.33	2.87	5.69E-07	6.13E-30	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCG	HSPB1	P05129	P04792	PRKCG_HSPB1	1.83	0.87	2.45E-02	3.70E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	DHCR7	P41743	Q9UBM7	PRKCI_DHCR7	1.65	0.72	3.94E-02	1.06E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	CAMSAP3	P41743	Q9P1Y5	PRKCI_CAMSAP3	2.06	1.04	2.54E-02	5.32E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL15	P41743	Q9P015	PRKCI_MRPL15	1.51	0.59	2.91E-02	2.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL39	P41743	Q9NYK5	PRKCI_MRPL39	1.48	0.56	1.57E-02	3.42E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	TMEM160	P41743	Q9NX00	PRKCI_TMEM160	3.58	1.84	9.40E-03	5.68E-09	No	No	No	No	Yes
EGFRNetmtKRAS-Lo	PRKCI	MRPS18A	P41743	Q9NVS2	PRKCI_MRPS18A	1.48	0.56	6.00E-03	3.44E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL47	P41743	Q9HD33	PRKCI_MRPL47	1.47	0.56	7.77E-03	3.52E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	PARD6B	P41743	Q9BYG5	PRKCI_PARD6B	5.05	2.34	1.84E-05	2.54E-13	No	Yes	Yes	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCI	PARD6G	P41743	Q9BYG4	PRKCI_PARD6G	9.59	3.26	1.01E-03	5.27E-24	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL45	P41743	Q9BRJ2	PRKCI_MRPL45	1.52	0.61	1.04E-02	2.54E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MYBBP1A	P41743	Q9BQG0	PRKCI_MYBBP1A	1.44	0.52	1.94E-02	4.53E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	TCF25	P41743	Q9BQ70	PRKCI_TCF25	1.95	0.97	2.41E-03	1.15E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	NIPSNAP1	P41743	Q9BPW8	PRKCI_NIPSNAP1	3.74	1.90	4.73E-06	1.76E-09	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCI	ERBB2IP	P41743	Q96RT1	PRKCI_ERBB2IP	2.88	1.53	3.49E-03	1.01E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL53	P41743	Q96EL3	PRKCI_MRPL53	2.63	1.40	9.13E-05	6.65E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL38	P41743	Q96DV4	PRKCI_MRPL38	1.48	0.56	1.36E-02	3.48E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	DHX38	P41743	Q92620	PRKCI_DHX38	1.74	0.80	2.82E-02	5.74E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	PARD3	P41743	Q8TEW0	PRKCI_PARD3	5.39	2.43	2.09E-06	2.97E-14	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL43	P41743	Q8N983	PRKCI_MRPL43	1.45	0.54	3.95E-03	4.06E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL10	P41743	Q7Z7H8	PRKCI_MRPL10	3.44	1.78	1.64E-02	1.62E-08	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	HUWE1	P41743	Q7Z6Z7	PRKCI_HUWE1	1.46	0.55	2.02E-02	3.79E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	LLGL2	P41743	Q6P1M3	PRKCI_LLGL2	4.14	2.05	4.35E-06	1.08E-10	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL2	P41743	Q5T653	PRKCI_MRPL2	1.61	0.68	1.92E-02	1.44E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	TIMM50	P41743	Q3ZCQ8	PRKCI_TIMM50	2.46	1.30	1.51E-02	2.42E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	SLC35G1	P41743	Q2M3R5	PRKCI_SLC35G1	2.27	1.19	1.86E-03	1.02E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	CDC37	P41743	Q16543	PRKCI_CDC37	2.50	1.32	4.81E-06	1.81E-05	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL23	P41743	Q16540	PRKCI_MRPL23	1.48	0.56	1.81E-02	3.46E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	LLGL1	P41743	Q15334	PRKCI_LLGL1	5.09	2.35	2.29E-06	2.08E-13	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCI	RCN2	P41743	Q14257	PRKCI_RCN2	1.98	0.98	1.10E-04	9.74E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	KEAP1	P41743	Q14145	PRKCI_KEAP1	4.28	2.10	5.83E-05	4.09E-11	No	No	No	No	Yes
EGFRNetmtKRAS-Lo	PRKCI	SQSTM1	P41743	Q13501	PRKCI_SQSTM1	8.62	3.11	1.10E-08	5.36E-22	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCI	DDX10	P41743	Q13206	PRKCI_DDX10	1.58	0.66	7.58E-03	1.73E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL28	P41743	Q13084	PRKCI_MRPL28	1.44	0.53	7.56E-03	4.27E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	C1QBP	P41743	Q07021	PRKCI_C1QBP	2.19	1.13	6.20E-07	2.01E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	PRKCZ	P41743	Q05513	PRKCI_PRKCZ	16.96	4.08	5.04E-07	2.19E-36	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCI	MRPL12	P41743	P52815	PRKCI_MRPL12	2.37	1.24	8.67E-04	4.97E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	ALDH3A2	P41743	P51648	PRKCI_ALDH3A2	1.57	0.65	3.35E-03	1.90E-02	No	No	No	No	Yes
EGFRNetmtKRAS-Lo	PRKCI	PRKCI	P41743	P41743	PRKCI_PRKCI	6.91	2.79	5.89E-08	3.99E-18	Yes	No	No	No	Yes
EGFRNetmtKRAS-Lo	PRKCI	DNAJA1	P41743	P31689	PRKCI_DNAJA1	1.59	0.67	8.85E-04	1.60E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	CD44	P41743	P16070	PRKCI_CD44	1.56	0.64	7.95E-04	1.98E-02	No	Yes	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	HSPB1	P41743	P04792	PRKCI_HSPB1	2.48	1.31	6.94E-04	2.10E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	BAG2	P41743	O95816	PRKCI_BAG2	3.02	1.60	1.59E-02	3.41E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	GBAS	P41743	O75323	PRKCI_GBAS	5.91	2.56	1.78E-07	1.32E-15	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCI	DNAJA2	P41743	O60884	PRKCI_DNAJA2	1.69	0.76	1.54E-03	8.04E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	DPM1	P41743	O60762	PRKCI_DPM1	1.47	0.56	3.95E-02	3.59E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCI	POLRMT	P41743	O00411	PRKCI_POLRMT	1.77	0.83	7.63E-03	4.42E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	VPRBP	Q05513	Q9Y4B6	PRKCZ_VPRBP	5.58	2.48	4.26E-08	3.92E-09	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	NOC2L	Q05513	Q9Y3T9	PRKCZ_NOC2L	1.86	0.90	2.27E-03	1.61E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	CAMSAP3	Q05513	Q9P1Y5	PRKCZ_CAMSAP3	3.25	1.70	5.96E-06	3.35E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	ITSN2	Q05513	Q9NZM3	PRKCZ_ITSN2	5.40	2.43	1.58E-02	7.32E-09	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	WDR26	Q05513	Q9H7D7	PRKCZ_WDR26	2.28	1.19	2.25E-03	2.46E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	UBE2O	Q05513	Q9C0C9	PRKCZ_UBE2O	2.15	1.10	8.35E-04	4.55E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	PARD6B	Q05513	Q9BYG5	PRKCZ_PARD6B	5.95	2.57	4.13E-08	1.09E-09	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCZ	PARD6G	Q05513	Q9BYG4	PRKCZ_PARD6G	8.96	3.16	5.38E-04	1.05E-13	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	DDA1	Q05513	Q9BW61	PRKCZ_DDA1	5.06	2.34	1.49E-05	2.50E-08	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	TUBB6	Q05513	Q9BUF5	PRKCZ_TUBB6	1.80	0.84	1.37E-02	2.19E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	NIPSNAP1	Q05513	Q9BPW8	PRKCZ_NIPSNAP1	3.88	1.96	2.94E-03	2.44E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	NAP1L4	Q05513	Q99733	PRKCZ_NAP1L4	1.71	0.78	2.65E-04	3.11E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	MRPL53	Q05513	Q96EL3	PRKCZ_MRPL53	2.02	1.01	1.59E-02	8.11E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	GLG1	Q05513	Q92896	PRKCZ_GLG1	1.63	0.70	4.42E-02	4.49E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	PARD3	Q05513	Q8TEW0	PRKCZ_PARD3	7.66	2.94	2.12E-04	4.46E-12	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	WWC1	Q05513	Q8IX03	PRKCZ_WWC1	3.73	1.90	1.17E-04	4.48E-06	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	PPFIBP1	Q05513	Q86W92	PRKCZ_PPFIBP1	2.35	1.23	7.46E-03	1.83E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	HUWE1	Q05513	Q7Z6Z7	PRKCZ_HUWE1	2.01	1.01	1.86E-02	8.34E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	LLGL2	Q05513	Q6P1M3	PRKCZ_LLGL2	8.55	3.10	3.31E-09	3.33E-13	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	TIMM50	Q05513	Q3ZCQ8	PRKCZ_TIMM50	3.40	1.76	2.15E-03	1.81E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	SLC35G1	Q05513	Q2M3R5	PRKCZ_SLC35G1	2.93	1.55	1.88E-02	1.37E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	CDC37	Q05513	Q16543	PRKCZ_CDC37	3.06	1.61	2.94E-09	7.68E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	DDB1	Q05513	Q16531	PRKCZ_DDB1	2.21	1.14	3.94E-08	3.43E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	LLGL1	Q05513	Q15334	PRKCZ_LLGL1	8.93	3.16	4.04E-08	1.14E-13	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	FAT1	Q05513	Q14517	PRKCZ_FAT1	2.24	1.16	2.19E-02	3.04E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	RCN2	Q05513	Q14257	PRKCZ_RCN2	3.33	1.74	4.80E-06	2.40E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	KEAP1	Q05513	Q14145	PRKCZ_KEAP1	3.12	1.64	4.71E-05	5.92E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	SQSTM1	Q05513	Q13501	PRKCZ_SQSTM1	7.11	2.83	4.94E-07	2.45E-11	No	Yes	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	TRIM26	Q05513	Q12899	PRKCZ_TRIM26	6.95	2.80	1.44E-02	3.97E-11	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	C1QBP	Q05513	Q07021	PRKCZ_C1QBP	5.18	2.37	2.18E-10	1.65E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	PRKCZ	Q05513	Q05513	PRKCZ_PRKCZ	8.68	3.12	2.10E-08	2.32E-13	Yes	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	PRKCZ	CSNK2A1	Q05513	P68400	PRKCZ_HCG21984	3.74	1.90	8.00E-10	4.36E-06	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	CSNK2A1	Q05513	P68400	PRKCZ_CSNK2A1	3.74	1.90	8.00E-10	4.36E-06	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	CSNK2B	Q05513	P67870	PRKCZ_CSNK2B	3.58	1.84	3.77E-08	8.24E-06	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	PSME3	Q05513	P61289	PRKCZ_PSME3	5.02	2.33	2.04E-04	2.90E-08	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	NAP1L1	Q05513	P55209	PRKCZ_NAP1L1	2.05	1.04	7.95E-08	6.86E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	MRPL12	Q05513	P52815	PRKCZ_MRPL12	2.14	1.10	1.50E-02	4.64E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	CPT1A	Q05513	P50416	PRKCZ_CPT1A	1.89	0.92	2.88E-02	1.46E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	DNAJA1	Q05513	P31689	PRKCZ_DNAJA1	2.12	1.08	1.37E-04	5.21E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	POLD1	Q05513	P28340	PRKCZ_POLD1	1.76	0.82	1.14E-02	2.55E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	FBL	Q05513	P22087	PRKCZ_FBL	5.51	2.46	2.09E-02	4.97E-09	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	PRKACA	Q05513	P17612	PRKCZ_PRKACA	1.91	0.93	2.35E-02	1.32E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	PRKAR1A	Q05513	P10644	PRKCZ_PRKAR1A	2.21	1.14	2.75E-05	3.43E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	NPM1	Q05513	P06748	PRKCZ_NPM1	2.17	1.12	3.40E-08	4.08E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKCZ	HSPB1	Q05513	P04792	PRKCZ_HSPB1	2.51	1.33	1.15E-04	8.85E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	ADH1C	Q05513	P00326	PRKCZ_ADH1C	8.11	3.02	4.06E-03	1.17E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	AIFM1	Q05513	O95831	PRKCZ_AIFM1	1.61	0.69	6.54E-04	4.79E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	BAG2	Q05513	O95816	PRKCZ_BAG2	4.29	2.10	2.30E-03	4.80E-07	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	NPM3	Q05513	O75607	PRKCZ_NPM3	1.97	0.98	2.88E-05	9.86E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	GBAS	Q05513	O75323	PRKCZ_GBAS	5.82	2.54	1.35E-04	1.65E-09	No	Yes	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	DNAJA2	Q05513	O60884	PRKCZ_DNAJA2	2.17	1.12	1.30E-03	4.07E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	CALU	Q05513	O43852	PRKCZ_CALU	1.78	0.83	2.13E-03	2.34E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKCZ	POLRMT	Q05513	O00411	PRKCZ_POLRMT	2.25	1.17	2.54E-04	2.87E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	MYO5A	Q15139	Q9Y4I1	PRKD1_MYO5A	2.44	1.29	2.88E-04	4.56E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	PKP3	Q15139	Q9Y446	PRKD1_PKP3	3.83	1.94	5.61E-04	3.84E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	MRTO4	Q15139	Q9UKD2	PRKD1_MRTO4	1.88	0.91	4.38E-03	3.43E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	LAMTOR3	Q15139	Q9UHA4	PRKD1_LAMTOR3	3.65	1.87	7.62E-06	7.04E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	TOMM22	Q15139	Q9NS69	PRKD1_TOMM22	2.44	1.29	1.26E-02	4.54E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	DDX21	Q15139	Q9NR30	PRKD1_DDX21	3.19	1.67	3.90E-02	3.30E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	MYO5C	Q15139	Q9NQX4	PRKD1_MYO5C	2.98	1.58	4.45E-02	6.69E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	MMTAG2	Q15139	Q9BU76	PRKD1_MMTAG2	2.14	1.10	1.25E-04	1.35E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	TMEM43	Q15139	Q9BTV4	PRKD1_TMEM43	2.59	1.37	3.29E-02	2.65E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	GDF15	Q15139	Q99988	PRKD1_GDF15	1.85	0.89	5.44E-06	3.69E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	POP1	Q15139	Q99575	PRKD1_POP1	2.99	1.58	3.15E-05	6.64E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	UHRF1	Q15139	Q96T88	PRKD1_UHRF1	3.67	1.87	1.66E-02	6.57E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	EFHD2	Q15139	Q96C19	PRKD1_EFHD2	2.62	1.39	9.27E-03	2.44E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	PRKCDBP	Q15139	Q969G5	PRKD1_PRKCDBP	2.28	1.19	4.74E-03	8.18E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	ATP6V0A1	Q15139	Q93050	PRKD1_ATP6V0A1	4.43	2.15	4.25E-02	5.74E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	UPF1	Q15139	Q92900	PRKD1_UPF1	2.17	1.12	1.56E-02	1.22E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	SMPDL3B	Q15139	Q92485	PRKD1_SMPDL3B	4.11	2.04	1.24E-02	1.58E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	KIAA1967	Q15139	Q8N163	PRKD1_KIAA1967	1.97	0.98	4.48E-05	2.43E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	APOBEC3F	Q15139	Q8IUX4	PRKD1_APOBEC3F	2.19	1.13	3.57E-04	1.12E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	DHX30	Q15139	Q7L2E3	PRKD1_DHX30	1.86	0.90	7.56E-03	3.58E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	FAM83H	Q15139	Q6ZRV2	PRKD1_FAM83H	2.63	1.39	3.96E-02	2.36E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	IMMT	Q15139	Q16891	PRKD1_IMMT	1.81	0.85	3.86E-02	4.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	DBN1	Q15139	Q16643	PRKD1_DBN1	4.42	2.14	2.10E-02	5.95E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	ZYX	Q15139	Q15942	PRKD1_ZYX	3.69	1.88	3.80E-06	6.10E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	NONO	Q15139	Q15233	PRKD1_NONO	3.23	1.69	2.95E-02	2.89E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	PLEC	Q15139	Q15149	PRKD1_PLEC	4.59	2.20	1.83E-06	3.51E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	PRKD1	Q15139	Q15139	PRKD1_PRKD1	4.81	2.26	2.16E-11	1.81E-06	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	PRKD1	USP10	Q15139	Q14694	PRKD1_USP10	2.13	1.09	2.23E-02	1.40E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	ITPR3	Q15139	Q14573	PRKD1_ITPR3	2.39	1.25	1.00E-02	5.56E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	DSG2	Q15139	Q14126	PRKD1_DSG2	2.35	1.23	1.30E-02	6.34E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	G3BP1	Q15139	Q13283	PRKD1_G3BP1	1.94	0.96	1.01E-02	2.71E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	RPL18	Q15139	Q07020	PRKD1_RPL18	1.77	0.82	9.40E-03	4.95E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	SRSF2	Q15139	Q01130	PRKD1_SRSF2	2.69	1.43	2.18E-02	1.88E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	GNAI1	Q15139	P63096	PRKD1_GNAI1	3.31	1.73	1.33E-03	2.15E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	GNB2	Q15139	P62879	PRKD1_GNB2	2.06	1.04	3.57E-02	1.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	GNB1	Q15139	P62873	PRKD1_GNB1	1.85	0.89	1.84E-02	3.73E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	CALM1	Q15139	P62158	PRKD1_CALM1	1.85	0.89	1.99E-02	3.71E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	PPP1CA	Q15139	P62136	PRKD1_PPP1CA	2.12	1.09	1.68E-02	1.43E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	FXR2	Q15139	P51116	PRKD1_FXR2	7.52	2.91	7.71E-03	1.19E-09	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	FXR1	Q15139	P51114	PRKD1_FXR1	3.36	1.75	1.17E-02	1.81E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	RPL14	Q15139	P50914	PRKD1_RPL14	1.95	0.96	7.94E-03	2.64E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	CRIP1	Q15139	P50238	PRKD1_CRIP1	3.56	1.83	2.09E-06	9.28E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	CSNK1A1L	Q15139	Q8N752	PRKD1_CSNK1A1L	2.72	1.44	1.18E-02	1.70E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	CSNK1A1	Q15139	P48729	PRKD1_CSNK1A1	2.72	1.44	1.18E-02	1.70E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	ALDH1A3	Q15139	P47895	PRKD1_ALDH1A3	1.95	0.97	4.71E-02	2.62E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	ATP6V1A	Q15139	P38606	PRKD1_ATP6V1A	1.83	0.87	2.60E-02	4.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	RPL4	Q15139	P36578	PRKD1_RPL4	1.82	0.87	1.63E-05	4.14E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	FUS	Q15139	P35637	PRKD1_FUS	1.77	0.82	2.49E-02	4.96E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	GTF2F1	Q15139	P35269	PRKD1_GTF2F1	2.24	1.16	4.82E-03	9.48E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	CMPK1	Q15139	P30085	PRKD1_CMPK1	2.09	1.06	1.13E-02	1.60E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	PRKD1	SSFA2	Q15139	P28290	PRKD1_SSFA2	2.55	1.35	6.58E-03	3.14E-03	No	No	No	No	No
