uniprot_a	uniprot_b	gene_a	gene_b	method	det_method	first_author	reference	mi-score	expansion_methd	role_a	role_b
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	So J. et al.(2015)	intact:EBI-10054708|pubmed:25852190|imex:IM-23674	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q13526	RAF1	PIN1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Khanal P. et al.(2010)	intact:EBI-16745229|pubmed:20179161|imex:IM-26331	intact-miscore:0.56	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Conklin DS. et al.(1995)	intact:EBI-2541838|mint:MINT-5220486|pubmed:7644510|imex:IM-19480	intact-miscore:0.96	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Conklin DS. et al.(1995)	intact:EBI-2541838|mint:MINT-5220486|pubmed:7644510|imex:IM-19480	intact-miscore:0.96	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P30876	RAF1	POLR2B	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P50991	RAF1	CCT4	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P49368	RAF1	CCT3	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.66	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P48643	RAF1	CCT5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P40227	RAF1	CCT6A	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P17987	RAF1	TCP1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P30876	RAF1	POLR2B	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Yuryev A. et al.(2003)	intact:EBI-1990872|mint:MINT-5216198|pubmed:12620389	intact-miscore:0.96	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P49368	RAF1	CCT3	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Yuryev A. et al.(2003)	intact:EBI-1990872|mint:MINT-5216198|pubmed:12620389	intact-miscore:0.66	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:B5ME19	RAF1	EIF3CL	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:O75694	RAF1	NUP155	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:O14980	RAF1	XPO1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P17987	RAF1	TCP1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P40227	RAF1	CCT6A	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P48643	RAF1	CCT5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P49368	RAF1	CCT3	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.66	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P50991	RAF1	CCT4	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q14152	RAF1	EIF3A	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q14974	RAF1	KPNB1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q9UPY3	RAF1	DICER1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P63220	RAF1	RPS21	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q15648	RAF1	MED1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q8N3C0	RAF1	ASCC3	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q92769	RAF1	HDAC2	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:Q15029	RAF1	EFTUD2	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P49207	RAF1	RPL34	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P62913	RAF1	RPL11	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Luis F. Iglesias-Martinez et al.(2023)	intact:EBI-40206361|pubmed:37045861|imex:IM-29658	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P04049	uniprotkb:P31946	RAF1	YWHAB	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Cho NH. et al.(2022)	intact:EBI-52315730|pubmed:35271311|imex:IM-30001	intact-miscore:0.96	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P27361	uniprotkb:Q92896	MAPK3	GLG1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P27361	uniprotkb:Q16539	MAPK3	MAPK14	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Zhang H. et al.(2001)	intact:EBI-7788656|doi:10.1074/jbc.C000917200|mint:MINT-8092307|mint:MINT-8092303|pubmed:11238443	intact-miscore:0.69	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P27361	uniprotkb:Q16539	MAPK3	MAPK14	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Zhang H. et al.(2001)	intact:EBI-7788656|doi:10.1074/jbc.C000917200|mint:MINT-8092307|mint:MINT-8092303|pubmed:11238443	intact-miscore:0.69	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:Q02750	uniprotkb:P27708	MAP2K1	CAD	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q07864	BRAF	POLE	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.6	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P40337	BRAF	VHL	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.6	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q13618	BRAF	CUL3	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.4	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P38646	BRAF	HSPA9	psi-mi:"MI:0676"(tandem affinity purification)	psi-mi:"MI:0914"(association)	Gloeckner CJ. et al.(2007)	intact:EBI-1990362|pubmed:17979178|imex:IM-11897	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P38646	BRAF	HSPA9	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.53	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P31946	BRAF	YWHAB	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.93	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P31946	BRAF	YWHAB	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.93	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P31946	BRAF	YWHAB	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.93	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P31946	BRAF	YWHAB	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Yuryev A. et al.(2003)	intact:EBI-1990872|mint:MINT-5216198|pubmed:12620389	intact-miscore:0.93	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P18074	BRAF	ERCC2	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.55	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q6W2J9	BRAF	BCOR	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.47	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q6W2J9	BRAF	BCOR	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.47	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:P52333	BRAF	JAK3	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.47	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q03181	BRAF	PPARD	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.47	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P15056	uniprotkb:Q03181	BRAF	PPARD	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0915"(physical association)	Mo X. et al.(2022)	intact:EBI-32716907|doi:10.1016/j.cell.2022.04.014|pubmed:35512704|imex:IM-29493	intact-miscore:0.47	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P68104	NRAS	EEF1A1	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Wang J. et al.(2008)	intact:EBI-2267625|pubmed:18624398|imex:IM-19021	intact-miscore:0.37|author-based confidence:4.6	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P08195	NRAS	SLC3A2	psi-mi:"MI:1314"(proximity-dependent biotin identification)	psi-mi:"MI:2364"(proximity)	Adhikari H. et al.(2018)	intact:EBI-27027937|pubmed:30194290|imex:IM-29117	intact-miscore:0.27	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P12931	NRAS	SRC	psi-mi:"MI:1314"(proximity-dependent biotin identification)	psi-mi:"MI:2364"(proximity)	Adhikari H. et al.(2018)	intact:EBI-27027937|pubmed:30194290|imex:IM-29117	intact-miscore:0.27	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01111	uniprotkb:P46531	NRAS	NOTCH1	psi-mi:"MI:1314"(proximity-dependent biotin identification)	psi-mi:"MI:2364"(proximity)	Adhikari H. et al.(2018)	intact:EBI-27027937|pubmed:30194290|imex:IM-29117	intact-miscore:0.27	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P36507	uniprotkb:P11021	MAP2K2	HSPA5	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Kennedy SA et al.(2019)	intact:EBI-22274189|pubmed:31980649|imex:IM-26434	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P36507	uniprotkb:P13639	MAP2K2	EEF2	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P36507	uniprotkb:P14625	MAP2K2	HSP90B1	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0914"(association)	Buljan M. et al.(2020)	intact:EBI-27101182|doi:10.1016/j.molcel.2020.07.001|pubmed:32707033|imex:IM-29257	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q13671	HRAS	RIN1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Hu H. et al.(2005)	intact:EBI-1992451|mint:MINT-5217726|pubmed:15886098|imex:IM-19894	intact-miscore:0.93	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q13671	HRAS	RIN1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Han L. et al.(1997)	intact:EBI-1992452|mint:MINT-5221473|pubmed:9144171|imex:IM-19895	intact-miscore:0.93	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q13671	HRAS	RIN1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Han L. et al.(1997)	intact:EBI-1992452|mint:MINT-5221473|pubmed:9144171|imex:IM-19895	intact-miscore:0.93	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q13671	HRAS	RIN1	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0915"(physical association)	Han L. et al.(1997)	intact:EBI-1992452|mint:MINT-5221473|pubmed:9144171|imex:IM-19895	intact-miscore:0.93	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q13671	HRAS	RIN1	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0915"(physical association)	Han L. et al.(1997)	intact:EBI-1992452|mint:MINT-5221473|pubmed:9144171|imex:IM-19895	intact-miscore:0.93	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q13671	HRAS	RIN1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.93	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:P53814	HRAS	SMTN	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q9NR31	HRAS	SAR1A	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:P48739	HRAS	PITPNB	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q16643	HRAS	DBN1	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
uniprotkb:P01112	uniprotkb:Q16787	HRAS	LAMA3	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0914"(association)	Swaney DL. et al.(2021)	intact:EBI-34583960|pubmed:34591642|imex:IM-29816	intact-miscore:0.35	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)
